StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific_id,training_clear,training_unclear,training_grammatical,training_pragmatics,exp1_bare,"exp2_def ",filler1_clear,filler2_clear,filler3_uncertain,"exp3_def ",exp4_bare,filler5_clear,filler7_uncertain,filler8_uncertain,exp5_def,exp6_bare,filler7_clear,filler8_clear,filler9_uncertain,exp7_def,exp8_bare,filler10_clear,filler11_uncertain,filler12_uncertain,exp9_def,exp10_bare,filler13_clear,filler14_clear,filler15_uncertain,exp11_def,exp12_bare,filler15_clear,filler16_uncertain,filler17_uncertain,exp13_def,exp14_bare,filler18_clear,filler19_clear,filler20_uncertain,exp15_def,exp16_bare,filler30_clear,filler31_uncertain,filler32_uncertain,exp3_bare,exp4_def,exp5_bare,exp6_def,exp7_bare,exp8_def,"exp9_bare ",exp10_def,exp11_bare,"exp12_def ",exp13_bare,exp14_def,exp15_bare,exp16_def,language_household,"us_origin ",ReactionTime_exp1_bare,ReactionTime_exp1_def,ReactionTime_exp2_bare,ReactionTime_exp2_def,ReactionTime_exp3_bare,ReactionTime_exp3_def,ReactionTime_exp4_bare,ReactionTime_exp4_def,ReactionTime_exp5_bare,ReactionTime_exp5_def,ReactionTime_exp6_bare,ReactionTime_exp6_def,ReactionTime_exp7_bare,ReactionTime_exp7_def,ReactionTime_exp8_bare,ReactionTime_exp8_def,ReactionTime_exp9_bare,ReactionTime_exp9_def,ReactionTime_exp10_bare,ReactionTime_exp10_def,ReactionTime_exp11_bare,ReactionTime_exp12_def,ReactionTime_exp11_def,ReactionTime_exp12_bare,ReactionTime_exp13_bare,ReactionTime_exp13_def,ReactionTime_exp14_bare,ReactionTime_exp14_def,ReactionTime_exp15_bare,ReactionTime_exp15_def,ReactionTime_exp16_bare,ReactionTime_exp16_def,Create New Field or Choose From Dropdown...
2024-12-14 11:22:12,2024-12-14 11:32:50,IP Address,173.216.139.120,100,637,True,2024-12-14 11:32:50,R_7RPvIgFJMZ6AnoK,,,,,35.1509,-92.7441,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers comedies to thrillers.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up other cupcakes.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the bedroom.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,9531,,,22607,,12344,7873,,,11008,10958,,,9179,11367,,,7164,9178,,,,10961,14423,,23375,14806,,,8070,13627,,
2024-12-14 11:18:12,2024-12-14 11:34:08,IP Address,139.64.204.89,100,955,True,2024-12-14 11:34:09,R_5IPAaEpGyS6Aw8x,,,,,26.6642,-80.1732,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the art museum.,Ethan washed the plates he ordered.,Emma put other tomatoes she had in the salad.,Olivia decorated the tables.,James brewed tea.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,Ashley returned the books she borrowed the day before.,"Chloe sketched some other leaves. ",The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,Alex demonstrated the robots from the workshop.,The students painted some other bowls.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,21757,,,15406,,29692,51733,,,24637,19972,,,14291,17031,,,11295,13003,,,,18737,25066,,11954,24721,,,17406,29236,,
2024-12-14 11:26:59,2024-12-14 11:35:51,IP Address,73.113.182.189,100,532,True,2024-12-14 11:35:52,R_7wsfzkggmYpgDZv,,,,,36.2943,-82.4735,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,,,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,,,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,,,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,,,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,,,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,,,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,,,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,Ashley returned some other books that were due.,Chloe sketched the leaves she earlier picked.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,,,6532,,,7961,7887,,,25419,9733,,,9215,17208,,,7557,5354,,,,14739,13312,,,40441,,,10859,7306,,,8103,
2024-12-14 11:22:14,2024-12-14 11:35:57,IP Address,71.236.226.124,100,822,True,2024-12-14 11:35:57,R_6Ovfm5zcMh5GolX,,,,,45.5152,-122.4167,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,,,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,,,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,,,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,,,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,,,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,,,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,,,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,Ethan washed other plates he had in the kitchen.,Emma put the tomatoes she picked in the salad.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,Ashley returned some other books that were due.,Chloe sketched the leaves she earlier picked.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Alex demonstrated some other robots.,The students painted the bowls they made during the class.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,,,8166,,,15937,9202,,,9592,17486,,,8535,18261,,,17617,7703,,,11585,,53776,,,20975,,,20199,11091,,,23609,
2024-12-14 11:33:47,2024-12-14 11:37:41,IP Address,173.216.139.120,100,234,True,2024-12-14 11:37:42,R_61vhg7ixDo13AfD,,,,,35.1509,-92.7441,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the bedroom.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,3893,,,3681,,4561,5168,,,3175,4403,,,4506,4510,,,5200,,,,,4087,4694,,6554,13104,,,8468,12714,,
2024-12-14 11:25:49,2024-12-14 11:37:49,IP Address,107.209.250.39,100,719,True,2024-12-14 11:37:50,R_68FvKFYMKsNnfB7,,,,,30.5045,-97.8209,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the team-building exercise.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing the sonata.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate sushi first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,11342,,,12646,,29528,14449,,,25256,9416,,,10024,10951,,,9034,9198,,,,12991,14735,,34822,12385,,,9002,11902,,
2024-12-14 11:26:10,2024-12-14 11:39:59,IP Address,216.177.173.3,100,829,True,2024-12-14 11:40:00,R_5sh9LsFX3VV7CAc,,,,,29.8752,-98.2625,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the team-building exercise.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,,,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,,,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,,,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,,,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,,,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,,,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,,,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,Ethan washed other plates he had in the kitchen.,Emma put the tomatoes she picked in the salad.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,Ashley returned some other books that were due.,Chloe sketched the leaves she earlier picked.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,,,10686,,,38553,26668,,,11645,19794,,,11229,16044,,,9751,6827,,,8037,12261,11045,,,10664,,,17188,14472,,,10327,
2024-12-14 11:24:08,2024-12-14 11:40:04,IP Address,174.80.36.20,100,955,True,2024-12-14 11:40:05,R_11zFDI0du6p95XV,,,,,36.2155,-85.5426,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the team-building exercise.,,,Alex ate the apples he bought.,Sarah arranged some other roses.,Alex did not bring the vanilla cake.,Mia and Liam first went to the diner.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed tea.,Ben started with the pizza.,Alex organized other folders on the desk.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The tablet was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate sushi first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked some other potatoes.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,23645,,,18121,,23336,22232,,,24059,17450,,,17308,15226,,,17236,18734,,,,15666,14333,,22617,18117,,,22020,24374,,
2024-12-14 11:21:25,2024-12-14 11:41:38,IP Address,107.180.171.172,100,1212,True,2024-12-14 11:41:38,R_12yI0DQoS1ykWSp,,,,,37.751,-97.822,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed tea.,Ben started with the pizza.,Alex organized other folders on the desk.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the concert.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing the sonata.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not like the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,20566,,,22264,,19155,25597,,,23197,19875,,,21404,62003,,,21337,20420,,,,21599,28672,,25048,28688,,,23115,30955,,
2024-12-14 11:25:02,2024-12-14 11:45:25,IP Address,195.222.127.132,100,1223,True,2024-12-14 11:45:26,R_6RpSHPZKs7HkciV,,,,,39.0469,-77.4903,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the concert.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on Mars colonization.,The flowers in the living room were lilies.,Michael is better at playing jazz.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit some other candles she had.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,67531,,,6267,,4415,22588,,,2787,81092,,,91830,7168,,,40635,9591,,,,17071,44205,,28337,26042,,,97730,68892,,
2024-12-14 11:21:12,2024-12-14 11:47:25,IP Address,76.146.2.6,100,1572,True,2024-12-14 11:47:25,R_3U2Ruw6kZIeR68e,,,,,47.8948,-122.2031,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,,,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,,,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,,,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,,,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,,,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,,,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,,,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,,,11867,,,11996,23591,,,17183,14970,,,11715,23151,,,9853,24337,,,18433,65827,24673,,,18245,,,12807,28925,,,57228,
2024-12-14 11:17:37,2024-12-14 11:47:44,IP Address,223.29.143.142,100,1807,True,2024-12-14 11:47:44,R_6eatM0IdZV9syzv,,,,,37.751,-97.822,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the concert.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The tablet was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough tomato sauce.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,34447,,,106557,,27457,51681,,,15744,21287,,,111392,25210,,,2950,,,,,3146,3565,,2805,10005,,,7543,10208,,
2024-12-14 11:23:40,2024-12-14 11:48:06,IP Address,76.36.79.166,100,1466,True,2024-12-14 11:48:07,R_7v2CwAxP1iZe2I1,,,,,33.9632,-80.9341,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,,,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,,,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,,,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,,,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing jazz.,,,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,,,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,,,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,Ashley returned some other books that were due.,Chloe sketched the leaves she earlier picked.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,,,11731,,,8319,17011,,,14243,14298,,,78592,17498,,,11763,16989,,,10479,14012,14508,,,31753,,,11976,27385,,,40494,
2024-12-14 11:27:02,2024-12-14 11:50:55,IP Address,76.133.106.8,100,1432,True,2024-12-14 11:50:55,R_3QlW1npPps7AAS4,,,,,38.267,-122.044,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed tea.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing the sonata.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up other cupcakes.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat all the sandwiches.,,,,,,,,,,,,,,,,,27441,,,20003,,17715,35319,,,14130,25041,,,37895,19612,,,18019,19752,,,,18403,26117,,37103,34922,,,37581,,,
2024-12-14 11:27:07,2024-12-14 11:51:55,IP Address,75.21.238.218,100,1488,True,2024-12-14 11:51:55,R_7rD28BZPntNRSms,,,,,37.6998,-97.4221,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the art museum.,Ethan washed the plates he ordered.,Emma put the tomatoes she picked in the salad.,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,Ashley returned the books she borrowed the day before.,Chloe sketched the leaves she earlier picked.,The older niece received the puzzle.,Rachel prefers shorter movies.,The laptop was playing music.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Liam spent less time reading the article on Mars colonization.,The flowers in the living room were lilies.,Michael is better at playing jazz.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Ella ate pizza first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,,,,,,,,,,,,,,,,,12259,,,36277,,20277,19874,,,10440,14625,,,13315,10648,,,23957,10447,,,,10762,15362,,13287,49964,,,34189,34094,,
2024-12-14 11:24:23,2024-12-14 11:56:40,IP Address,195.222.127.210,100,1936,True,2024-12-14 11:56:40,R_5DAcurRtTUsz7CN,,,,,39.0469,-77.4903,anonymous,EN,,Anna placed the biography on the bottom shelf.,The team canceled the hiking trip.,,,Alex ate the apples he bought.,Sarah arranged the roses she picked earlier.,Alex did not bring the vanilla cake.,Mia and Liam first went to the gas station.,Lena did not enjoy the science museum.,,,Olivia decorated the tables.,James brewed coffee.,Ben started with the pizza.,,,The librarian thanked Daniel.,The windows were clean and shiny.,Kevin attended the movie.,,,The older niece received the puzzle.,Rachel prefers shorter movies.,The tablet was playing music.,,,Liam spent less time reading the article on the moon landing.,The flowers in the living room were lilies.,Michael is better at playing the sonata.,,,Anna organized the shoes in the boxes.,Sarah did not have enough vegetables.,There are no green walls in the living room.,,,Ella ate sushi first.,Lucas put the blue bike closer to the entrance.,David did not vacuum the kitchen.,,,Mia donated the jackets.,Guests did not compliment the brownies.,Liam did not eat salads at all.,Ethan washed other plates he had in the kitchen.,Emma put other tomatoes she had in the salad.,Alex organized the folders he gathered.,Clara wore the gloves she washed the day before.,Ashley returned some other books that were due.,Chloe sketched the leaves she earlier picked.,Lily ate the blueberries she purchased.,Jack used the nails he borrowed.,Alex demonstrated the robots from the workshop.,The students painted the bowls they made during the class.,Daniel borrowed the blankets Oliver bought last weekend.,Max packed up the cupcakes he baked.,Jacob cooked the potatoes he harvested earlier that day.,Olivia lit the candles she bought earlier that day.,,,35718,,,52595,29458,,,20737,49561,,,93652,35993,,,47551,22850,,,18103,33945,45827,,,65770,,,43792,19619,,,23073,
